2024-07-04 10:46:56 INFO::Writing function arguments to log file
2024-07-04 10:46:56 DEBUG::Function arguments
2024-07-04 10:46:56 DEBUG::Output folder: Maaslin2_lm_clr_log_out
2024-07-04 10:46:56 DEBUG::Min Abundance: 0.000000
2024-07-04 10:46:56 DEBUG::Min Prevalence: 0.001000
2024-07-04 10:46:56 DEBUG::Normalization: CLR
2024-07-04 10:46:56 DEBUG::Transform: LOG
2024-07-04 10:46:56 DEBUG::Analysis method: LM
2024-07-04 10:46:56 DEBUG::Max significance: 0.250000
2024-07-04 10:46:56 DEBUG::Random effects: studyID
2024-07-04 10:46:56 DEBUG::Fixed effects: heart_cond
2024-07-04 10:46:56 DEBUG::Correction method: BH
2024-07-04 10:46:56 DEBUG::Standardize: TRUE
2024-07-04 10:46:56 DEBUG::Cores: 1
2024-07-04 10:46:56 INFO::Verifying options selected are valid
2024-07-04 10:46:56 INFO::Determining format of input files
2024-07-04 10:46:56 INFO::Input format is data samples as rows and metadata samples as rows
2024-07-04 10:46:56 DEBUG::The following samples were found to have features but no metadata. They will be removed. 163,164,165,166,167,168,169,170,171,172,173,174,175
2024-07-04 10:46:56 DEBUG::A total of 162 samples were found in both the data and metadata
2024-07-04 10:46:56 DEBUG::Reordering data/metadata to use same sample ordering
2024-07-04 10:46:58 INFO::Fitting model to feature number 35, X2.hydroxy.2.methylbutyrate
2024-07-04 10:46:58 WARNING::Fitting problem for feature 35 returning NA
2024-07-04 10:46:58 INFO::Fitting model to feature number 36, Hydroxyisocaproate
2024-07-04 10:46:58 WARNING::Fitting problem for feature 36 returning NA
2024-07-04 10:46:58 INFO::Fitting model to feature number 37, Homocysteate
2024-07-04 10:46:58 WARNING::Fitting problem for feature 37 returning NA
2024-07-04 10:46:58 INFO::Fitting model to feature number 38, Betaine
2024-07-04 10:46:58 WARNING::Fitting problem for feature 38 returning NA
2024-07-04 10:46:58 INFO::Fitting model to feature number 39, Fructose.6.phosphate
2024-07-04 10:46:58 WARNING::Fitting problem for feature 39 returning NA
2024-07-04 10:46:58 INFO::Fitting model to feature number 40, Phenylpyruvate
2024-07-04 10:46:58 WARNING::Fitting problem for feature 40 returning NA
2024-07-04 10:46:58 INFO::Fitting model to feature number 41, Pyroglutamic.acid
2024-07-04 10:46:58 WARNING::Fitting problem for feature 41 returning NA
2024-07-04 10:46:58 INFO::Fitting model to feature number 42, Acetoacetic.acid
2024-07-04 10:46:58 WARNING::Fitting problem for feature 42 returning NA
2024-07-04 10:46:58 INFO::Fitting model to feature number 43, Niacinamide
2024-07-04 10:46:58 WARNING::Fitting problem for feature 43 returning NA
2024-07-04 10:46:58 INFO::Fitting model to feature number 44, Hypoxanthine
2024-07-04 10:46:58 WARNING::Fitting problem for feature 44 returning NA
2024-07-04 10:46:58 INFO::Fitting model to feature number 45, Anserine
2024-07-04 10:46:58 WARNING::Fitting problem for feature 45 returning NA
2024-07-04 10:46:58 INFO::Fitting model to feature number 46, trans.4.hydroxyproline
2024-07-04 10:46:58 WARNING::Fitting problem for feature 46 returning NA
2024-07-04 10:46:58 INFO::Fitting model to feature number 47, Creatine
2024-07-04 10:46:58 WARNING::Fitting problem for feature 47 returning NA
2024-07-04 10:46:58 INFO::Fitting model to feature number 48, p.aminobenzoate.p.AB
2024-07-04 10:46:58 WARNING::Fitting problem for feature 48 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 49, Phenyllactic
2024-07-04 10:46:59 WARNING::Fitting problem for feature 49 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 50, Deoxyribose.5.phosphate
2024-07-04 10:46:59 WARNING::Fitting problem for feature 50 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 51, Taurine
2024-07-04 10:46:59 WARNING::Fitting problem for feature 51 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 52, X3.methyl.4.hydroxyphenylglycine
2024-07-04 10:46:59 WARNING::Fitting problem for feature 52 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 53, S.adenosyl.L.homocysteine
2024-07-04 10:46:59 WARNING::Fitting problem for feature 53 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 54, Cysteamine
2024-07-04 10:46:59 WARNING::Fitting problem for feature 54 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 55, Glucose
2024-07-04 10:46:59 WARNING::Fitting problem for feature 55 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 56, Riboflavin.5.MonoPhosphate
2024-07-04 10:46:59 WARNING::Fitting problem for feature 56 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 57, Uridine.5.diphosphate
2024-07-04 10:46:59 WARNING::Fitting problem for feature 57 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 58, Aminoadipic.Acid
2024-07-04 10:46:59 WARNING::Fitting problem for feature 58 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 59, β.aminoisobutyric.acid
2024-07-04 10:46:59 WARNING::Fitting problem for feature 59 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 60, Argininosuccinate
2024-07-04 10:46:59 WARNING::Fitting problem for feature 60 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 61, Glycine
2024-07-04 10:46:59 WARNING::Fitting problem for feature 61 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 62, X2.hydroxyglutarate
2024-07-04 10:46:59 WARNING::Fitting problem for feature 62 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 63, ADP
2024-07-04 10:46:59 WARNING::Fitting problem for feature 63 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 64, Oxaloacetate
2024-07-04 10:46:59 WARNING::Fitting problem for feature 64 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 65, Propyl.l.carnitine
2024-07-04 10:46:59 WARNING::Fitting problem for feature 65 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 66, Inosine
2024-07-04 10:46:59 WARNING::Fitting problem for feature 66 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 67, Xanthurenate
2024-07-04 10:46:59 WARNING::Fitting problem for feature 67 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 68, Kynurenic.acid
2024-07-04 10:46:59 WARNING::Fitting problem for feature 68 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 69, Asparagine
2024-07-04 10:46:59 WARNING::Fitting problem for feature 69 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 70, Glucose.6.phosphate
2024-07-04 10:46:59 WARNING::Fitting problem for feature 70 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 71, Succinate
2024-07-04 10:46:59 WARNING::Fitting problem for feature 71 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 72, Glutamate
2024-07-04 10:46:59 WARNING::Fitting problem for feature 72 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 73, Ureidopropionic.acid
2024-07-04 10:46:59 WARNING::Fitting problem for feature 73 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 74, Butyrlcarnitine
2024-07-04 10:46:59 WARNING::Fitting problem for feature 74 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 75, Malonate
2024-07-04 10:46:59 WARNING::Fitting problem for feature 75 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 76, N.Acetyl.L.Alanine
2024-07-04 10:46:59 WARNING::Fitting problem for feature 76 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 77, cAMP
2024-07-04 10:46:59 WARNING::Fitting problem for feature 77 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 78, Glyceraldehyde.3.phosphate
2024-07-04 10:46:59 WARNING::Fitting problem for feature 78 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 79, Proline
2024-07-04 10:46:59 WARNING::Fitting problem for feature 79 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 80, Thymidine
2024-07-04 10:46:59 WARNING::Fitting problem for feature 80 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 81, Cysteine
2024-07-04 10:46:59 WARNING::Fitting problem for feature 81 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 82, Arginine
2024-07-04 10:46:59 WARNING::Fitting problem for feature 82 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 83, X2.methylacetoacetate
2024-07-04 10:46:59 WARNING::Fitting problem for feature 83 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 84, Tyrosine
2024-07-04 10:46:59 WARNING::Fitting problem for feature 84 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 85, Serine
2024-07-04 10:46:59 WARNING::Fitting problem for feature 85 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 86, Glyceraldehyde
2024-07-04 10:46:59 WARNING::Fitting problem for feature 86 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 87, Glutamine
2024-07-04 10:46:59 WARNING::Fitting problem for feature 87 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 88, NG.monomethyl.L.arginine
2024-07-04 10:46:59 WARNING::Fitting problem for feature 88 returning NA
2024-07-04 10:46:59 INFO::Fitting model to feature number 89, Lysine
2024-07-04 10:47:00 WARNING::Fitting problem for feature 89 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 90, Xanthosine
2024-07-04 10:47:00 WARNING::Fitting problem for feature 90 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 91, Threonine
2024-07-04 10:47:00 WARNING::Fitting problem for feature 91 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 92, X5.Aminolevulinic.Acid
2024-07-04 10:47:00 WARNING::Fitting problem for feature 92 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 93, L.Homoserine
2024-07-04 10:47:00 WARNING::Fitting problem for feature 93 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 94, X1.methylhistamine
2024-07-04 10:47:00 WARNING::Fitting problem for feature 94 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 95, Isoleucine
2024-07-04 10:47:00 WARNING::Fitting problem for feature 95 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 96, Histamine
2024-07-04 10:47:00 WARNING::Fitting problem for feature 96 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 97, HomocysteineN
2024-07-04 10:47:00 WARNING::Fitting problem for feature 97 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 98, Ornithine
2024-07-04 10:47:00 WARNING::Fitting problem for feature 98 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 99, Pyridoxine
2024-07-04 10:47:00 WARNING::Fitting problem for feature 99 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 100, Biotin
2024-07-04 10:47:00 WARNING::Fitting problem for feature 100 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 101, Methionine
2024-07-04 10:47:00 WARNING::Fitting problem for feature 101 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 102, Acetoacetic.Acid
2024-07-04 10:47:00 WARNING::Fitting problem for feature 102 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 103, X5.HIAA
2024-07-04 10:47:00 WARNING::Fitting problem for feature 103 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 104, Aspartate
2024-07-04 10:47:00 WARNING::Fitting problem for feature 104 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 105, D.erythrose.4.phosphate
2024-07-04 10:47:00 WARNING::Fitting problem for feature 105 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 106, Uridine
2024-07-04 10:47:00 WARNING::Fitting problem for feature 106 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 107, Alanine
2024-07-04 10:47:00 WARNING::Fitting problem for feature 107 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 108, Guanidoacetate
2024-07-04 10:47:00 WARNING::Fitting problem for feature 108 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 109, Thiamine.Pyrophosphate
2024-07-04 10:47:00 WARNING::Fitting problem for feature 109 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 110, N.acetylglutamine
2024-07-04 10:47:00 WARNING::Fitting problem for feature 110 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 111, Thyroxine
2024-07-04 10:47:00 WARNING::Fitting problem for feature 111 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 112, Choline
2024-07-04 10:47:00 WARNING::Fitting problem for feature 112 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 113, α.keto.δ.NG.NG.dimethylguanidino.valeric.acid
2024-07-04 10:47:00 WARNING::Fitting problem for feature 113 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 114, Acetylcarnitine
2024-07-04 10:47:00 WARNING::Fitting problem for feature 114 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 115, Phenylalanine
2024-07-04 10:47:00 WARNING::Fitting problem for feature 115 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 116, Acetylcholine
2024-07-04 10:47:00 WARNING::Fitting problem for feature 116 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 117, Adenosine
2024-07-04 10:47:00 WARNING::Fitting problem for feature 117 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 118, X2.deoxycytidine
2024-07-04 10:47:00 WARNING::Fitting problem for feature 118 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 119, Purine
2024-07-04 10:47:00 WARNING::Fitting problem for feature 119 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 120, Valine
2024-07-04 10:47:00 WARNING::Fitting problem for feature 120 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 121, Tryptophan
2024-07-04 10:47:00 WARNING::Fitting problem for feature 121 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 122, Leucine
2024-07-04 10:47:00 WARNING::Fitting problem for feature 122 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 123, X3.methyl.2.oxobutyrate
2024-07-04 10:47:00 WARNING::Fitting problem for feature 123 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 124, Cytosine
2024-07-04 10:47:00 WARNING::Fitting problem for feature 124 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 125, Spermine
2024-07-04 10:47:00 WARNING::Fitting problem for feature 125 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 126, Cytidine
2024-07-04 10:47:00 WARNING::Fitting problem for feature 126 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 127, ADMA
2024-07-04 10:47:00 WARNING::Fitting problem for feature 127 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 128, Cystamine
2024-07-04 10:47:00 WARNING::Fitting problem for feature 128 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 129, X4.hydroxyphenylacetate
2024-07-04 10:47:00 WARNING::Fitting problem for feature 129 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 130, Carnitine
2024-07-04 10:47:00 WARNING::Fitting problem for feature 130 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 131, Kynurenine
2024-07-04 10:47:00 WARNING::Fitting problem for feature 131 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 132, beta.Alanine
2024-07-04 10:47:00 WARNING::Fitting problem for feature 132 returning NA
2024-07-04 10:47:00 INFO::Fitting model to feature number 133, Carnosine
2024-07-04 10:47:01 WARNING::Fitting problem for feature 133 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 134, Acetopyruvic.acid
2024-07-04 10:47:01 WARNING::Fitting problem for feature 134 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 135, Gallocatechin
2024-07-04 10:47:01 WARNING::Fitting problem for feature 135 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 136, Allantoic.acid
2024-07-04 10:47:01 WARNING::Fitting problem for feature 136 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 137, Aloeemodin
2024-07-04 10:47:01 WARNING::Fitting problem for feature 137 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 138, Daidzein
2024-07-04 10:47:01 WARNING::Fitting problem for feature 138 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 139, Valerenic.acid
2024-07-04 10:47:01 WARNING::Fitting problem for feature 139 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 140, Glutamyl.valine
2024-07-04 10:47:01 WARNING::Fitting problem for feature 140 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 141, Sinapinic.acid
2024-07-04 10:47:01 WARNING::Fitting problem for feature 141 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 142, Maleimide
2024-07-04 10:47:01 WARNING::Fitting problem for feature 142 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 143, N.methylglutamic.acid
2024-07-04 10:47:01 WARNING::Fitting problem for feature 143 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 144, Resorcinol
2024-07-04 10:47:01 WARNING::Fitting problem for feature 144 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 145, X4.acetamino.phenol
2024-07-04 10:47:01 WARNING::Fitting problem for feature 145 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 146, Palmitoleic.acid
2024-07-04 10:47:01 WARNING::Fitting problem for feature 146 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 147, X2.monostearin
2024-07-04 10:47:01 WARNING::Fitting problem for feature 147 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 148, Ferulic.acid
2024-07-04 10:47:01 WARNING::Fitting problem for feature 148 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 149, X2.o.methyl.gluconic.acid
2024-07-04 10:47:01 WARNING::Fitting problem for feature 149 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 150, Tryptophol
2024-07-04 10:47:01 WARNING::Fitting problem for feature 150 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 151, X4.methylcatechol
2024-07-04 10:47:01 WARNING::Fitting problem for feature 151 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 152, Senecioic.acid
2024-07-04 10:47:01 WARNING::Fitting problem for feature 152 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 153, Scopoletin
2024-07-04 10:47:01 WARNING::Fitting problem for feature 153 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 154, Urea
2024-07-04 10:47:01 WARNING::Fitting problem for feature 154 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 155, X2.ketobutyric.acid
2024-07-04 10:47:01 WARNING::Fitting problem for feature 155 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 156, X3.6.dimethyl.2.5.dihydroxy.pyrazine
2024-07-04 10:47:01 WARNING::Fitting problem for feature 156 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 157, X6.7.dimethyl.4.hydroxy.2.pteridinamine
2024-07-04 10:47:01 WARNING::Fitting problem for feature 157 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 158, X2.pyrrolidinone
2024-07-04 10:47:01 WARNING::Fitting problem for feature 158 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 159, X4.cumylphenol
2024-07-04 10:47:01 WARNING::Fitting problem for feature 159 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 160, X2.monopalmitin
2024-07-04 10:47:01 WARNING::Fitting problem for feature 160 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 161, Adrenaline
2024-07-04 10:47:01 WARNING::Fitting problem for feature 161 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 162, Isochlorogenic.acid
2024-07-04 10:47:01 WARNING::Fitting problem for feature 162 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 163, N.methyl.l.leucine
2024-07-04 10:47:01 WARNING::Fitting problem for feature 163 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 164, X1.2.4.butanetriol
2024-07-04 10:47:01 WARNING::Fitting problem for feature 164 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 165, X4.deoxyerythronic.acid
2024-07-04 10:47:01 WARNING::Fitting problem for feature 165 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 166, Furosemide
2024-07-04 10:47:01 WARNING::Fitting problem for feature 166 returning NA
2024-07-04 10:47:01 INFO::Fitting model to feature number 167, X5.6.dihydro.5.methyluracil
2024-07-04 10:47:01 WARNING::Fitting problem for feature 167 returning NA
