2024-07-08 08:04:41 INFO::Writing function arguments to log file
2024-07-08 08:04:41 DEBUG::Function arguments
2024-07-08 08:04:41 DEBUG::Output folder: Maaslin2_d1_lm_CLR_notransf_log
2024-07-08 08:04:41 DEBUG::Min Abundance: 0.000000
2024-07-08 08:04:41 DEBUG::Min Prevalence: 0.001000
2024-07-08 08:04:41 DEBUG::Normalization: CLR
2024-07-08 08:04:41 DEBUG::Transform: LOG
2024-07-08 08:04:41 DEBUG::Analysis method: LM
2024-07-08 08:04:41 DEBUG::Max significance: 0.250000
2024-07-08 08:04:41 DEBUG::Random effects: studyID
2024-07-08 08:04:41 DEBUG::Fixed effects: heart_cond
2024-07-08 08:04:41 DEBUG::Correction method: BH
2024-07-08 08:04:41 DEBUG::Standardize: TRUE
2024-07-08 08:04:41 DEBUG::Cores: 1
2024-07-08 08:04:41 INFO::Verifying options selected are valid
2024-07-08 08:04:41 INFO::Determining format of input files
2024-07-08 08:04:41 INFO::Input format is data samples as rows and metadata samples as rows
2024-07-08 08:04:41 DEBUG::A total of 95 samples were found in both the data and metadata
2024-07-08 08:04:41 DEBUG::Reordering data/metadata to use same sample ordering
2024-07-08 08:04:44 INFO::Fitting model to feature number 56, Cyano.l.alanine
2024-07-08 08:04:44 WARNING::Fitting problem for feature 56 returning NA
2024-07-08 08:04:44 INFO::Fitting model to feature number 57, N.acetyl.d.tryptophan
2024-07-08 08:04:44 WARNING::Fitting problem for feature 57 returning NA
2024-07-08 08:04:44 INFO::Fitting model to feature number 58, X1.methyladenosine
2024-07-08 08:04:44 WARNING::Fitting problem for feature 58 returning NA
2024-07-08 08:04:44 INFO::Fitting model to feature number 59, Salicylic.acid
2024-07-08 08:04:44 WARNING::Fitting problem for feature 59 returning NA
2024-07-08 08:04:44 INFO::Fitting model to feature number 60, Leucine
2024-07-08 08:04:44 WARNING::Fitting problem for feature 60 returning NA
2024-07-08 08:04:44 INFO::Fitting model to feature number 61, X4.methyl.5.thiazoleethanol
2024-07-08 08:04:44 WARNING::Fitting problem for feature 61 returning NA
2024-07-08 08:04:44 INFO::Fitting model to feature number 62, X2.methylglutaric.acid
2024-07-08 08:04:44 WARNING::Fitting problem for feature 62 returning NA
2024-07-08 08:04:44 INFO::Fitting model to feature number 63, Gamma.tocopherol
2024-07-08 08:04:44 WARNING::Fitting problem for feature 63 returning NA
2024-07-08 08:04:44 INFO::Fitting model to feature number 64, X3.hydroxypalmitic.acid
2024-07-08 08:04:44 WARNING::Fitting problem for feature 64 returning NA
2024-07-08 08:04:44 INFO::Fitting model to feature number 65, X1.deoxy.1.piperidino.alpha.d.fructose
2024-07-08 08:04:44 WARNING::Fitting problem for feature 65 returning NA
2024-07-08 08:04:44 INFO::Fitting model to feature number 66, Erythritol
2024-07-08 08:04:44 WARNING::Fitting problem for feature 66 returning NA
2024-07-08 08:04:44 INFO::Fitting model to feature number 67, Amidosulfonic.acid
2024-07-08 08:04:44 WARNING::Fitting problem for feature 67 returning NA
2024-07-08 08:04:44 INFO::Fitting model to feature number 68, X2.hydroxycaproic.acid
2024-07-08 08:04:44 WARNING::Fitting problem for feature 68 returning NA
2024-07-08 08:04:44 INFO::Fitting model to feature number 69, Trimethoprim
2024-07-08 08:04:44 WARNING::Fitting problem for feature 69 returning NA
2024-07-08 08:04:44 INFO::Fitting model to feature number 70, Aconitic.acid
2024-07-08 08:04:44 WARNING::Fitting problem for feature 70 returning NA
2024-07-08 08:04:44 INFO::Fitting model to feature number 71, Kynurenic.acid
2024-07-08 08:04:44 WARNING::Fitting problem for feature 71 returning NA
2024-07-08 08:04:44 INFO::Fitting model to feature number 72, Leucinic.acid
2024-07-08 08:04:44 WARNING::Fitting problem for feature 72 returning NA
2024-07-08 08:04:44 INFO::Fitting model to feature number 73, Glycyl.tyrosine
2024-07-08 08:04:45 WARNING::Fitting problem for feature 73 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 74, Linolenic.acid
2024-07-08 08:04:45 WARNING::Fitting problem for feature 74 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 75, N.methylalanine
2024-07-08 08:04:45 WARNING::Fitting problem for feature 75 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 76, X1.monoolein
2024-07-08 08:04:45 WARNING::Fitting problem for feature 76 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 77, X6.5h..benzo.c.phenanthridinone..11.12.dihydro.
2024-07-08 08:04:45 WARNING::Fitting problem for feature 77 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 78, Uridine.5..monophosphate
2024-07-08 08:04:45 WARNING::Fitting problem for feature 78 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 79, X3.4.dihydroxyphenylacetic.acid
2024-07-08 08:04:45 WARNING::Fitting problem for feature 79 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 80, O.acetylserine
2024-07-08 08:04:45 WARNING::Fitting problem for feature 80 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 81, Butorphanol
2024-07-08 08:04:45 WARNING::Fitting problem for feature 81 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 82, X3.5.5.trimethyl.3.phenyl.1.hydroxy.cyclohexene
2024-07-08 08:04:45 WARNING::Fitting problem for feature 82 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 83, X2.6.dimethylbenzenethiol
2024-07-08 08:04:45 WARNING::Fitting problem for feature 83 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 84, Cis.4.hydroxy.cyclohexylcarboxylate
2024-07-08 08:04:45 WARNING::Fitting problem for feature 84 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 85, Maleic.acid
2024-07-08 08:04:45 WARNING::Fitting problem for feature 85 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 86, Digitoxose
2024-07-08 08:04:45 WARNING::Fitting problem for feature 86 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 87, X3.4.dihydroxyhydrocinnamic.acid
2024-07-08 08:04:45 WARNING::Fitting problem for feature 87 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 88, X2.5.dihydroxy.mandelate
2024-07-08 08:04:45 WARNING::Fitting problem for feature 88 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 89, Oxazepam
2024-07-08 08:04:45 WARNING::Fitting problem for feature 89 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 90, Indole.3.acetate
2024-07-08 08:04:45 WARNING::Fitting problem for feature 90 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 91, X1.2.3.butanetriol
2024-07-08 08:04:45 WARNING::Fitting problem for feature 91 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 92, Citramalic.acid
2024-07-08 08:04:45 WARNING::Fitting problem for feature 92 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 93, X4.hydroxy.3.methoxyphenylglycol
2024-07-08 08:04:45 WARNING::Fitting problem for feature 93 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 94, Hydroquinone
2024-07-08 08:04:45 WARNING::Fitting problem for feature 94 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 95, X7.methylguanine
2024-07-08 08:04:45 WARNING::Fitting problem for feature 95 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 96, X2.hydroxy.2.pentenoic.acid
2024-07-08 08:04:45 WARNING::Fitting problem for feature 96 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 97, Mandelonitrile
2024-07-08 08:04:45 WARNING::Fitting problem for feature 97 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 98, L.asparagine
2024-07-08 08:04:45 WARNING::Fitting problem for feature 98 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 99, Urocanic.acid
2024-07-08 08:04:45 WARNING::Fitting problem for feature 99 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 100, X.s..3.4.dihydroxybutyric.acid
2024-07-08 08:04:45 WARNING::Fitting problem for feature 100 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 101, X3.methylene.2.phenyl.1.hydroxy.cyclopentene
2024-07-08 08:04:45 WARNING::Fitting problem for feature 101 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 102, N.acetyl.d.isoleucine
2024-07-08 08:04:45 WARNING::Fitting problem for feature 102 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 103, Dihydroxymalonic.acid
2024-07-08 08:04:45 WARNING::Fitting problem for feature 103 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 104, Spermine
2024-07-08 08:04:45 WARNING::Fitting problem for feature 104 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 105, Alizarin
2024-07-08 08:04:45 WARNING::Fitting problem for feature 105 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 106, Cyclohexanecarboxylic.acid
2024-07-08 08:04:45 WARNING::Fitting problem for feature 106 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 107, Glutathione
2024-07-08 08:04:45 WARNING::Fitting problem for feature 107 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 108, Melamine
2024-07-08 08:04:45 WARNING::Fitting problem for feature 108 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 109, Trehalose.6.phosphate
2024-07-08 08:04:45 WARNING::Fitting problem for feature 109 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 110, Pyruvic.acid
2024-07-08 08:04:45 WARNING::Fitting problem for feature 110 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 111, Alpha.tocopherol
2024-07-08 08:04:45 WARNING::Fitting problem for feature 111 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 112, Sulfuric.acid
2024-07-08 08:04:45 WARNING::Fitting problem for feature 112 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 113, X1.tetracosanol
2024-07-08 08:04:45 WARNING::Fitting problem for feature 113 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 114, Catechollactate
2024-07-08 08:04:45 WARNING::Fitting problem for feature 114 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 115, Epicatechin
2024-07-08 08:04:45 WARNING::Fitting problem for feature 115 returning NA
2024-07-08 08:04:45 INFO::Fitting model to feature number 116, X3.methyl.2.oxovaleric.acid
2024-07-08 08:04:46 WARNING::Fitting problem for feature 116 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 117, Resveratrol
2024-07-08 08:04:46 WARNING::Fitting problem for feature 117 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 118, X1.deoxy.1..4.morpholinyl..alpha.d.fructopyranose
2024-07-08 08:04:46 WARNING::Fitting problem for feature 118 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 119, X2..4.methyl.1.piperazinyl.ethanamine
2024-07-08 08:04:46 WARNING::Fitting problem for feature 119 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 120, Guanidinosuccinate
2024-07-08 08:04:46 WARNING::Fitting problem for feature 120 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 121, Uridine
2024-07-08 08:04:46 WARNING::Fitting problem for feature 121 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 122, X4a.carbinolamine.tetrahydrobiopterin
2024-07-08 08:04:46 WARNING::Fitting problem for feature 122 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 123, Phenylpyruvate
2024-07-08 08:04:46 WARNING::Fitting problem for feature 123 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 124, Dihydroxyacetone
2024-07-08 08:04:46 WARNING::Fitting problem for feature 124 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 125, Dl.dopa
2024-07-08 08:04:46 WARNING::Fitting problem for feature 125 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 126, X3.4.dihydroxyphenylvaleric.acid
2024-07-08 08:04:46 WARNING::Fitting problem for feature 126 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 127, X1.hexanol
2024-07-08 08:04:46 WARNING::Fitting problem for feature 127 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 128, X2.isopropylmalic.acid
2024-07-08 08:04:46 WARNING::Fitting problem for feature 128 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 129, Benzocaine
2024-07-08 08:04:46 WARNING::Fitting problem for feature 129 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 130, D.erythro.sphingosine
2024-07-08 08:04:46 WARNING::Fitting problem for feature 130 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 131, Cyclohexylamine
2024-07-08 08:04:46 WARNING::Fitting problem for feature 131 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 132, Ortho.hydroxyphenylacetic.acid
2024-07-08 08:04:46 WARNING::Fitting problem for feature 132 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 133, O.ethylhydroxylamine
2024-07-08 08:04:46 WARNING::Fitting problem for feature 133 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 134, Vanillin
2024-07-08 08:04:46 WARNING::Fitting problem for feature 134 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 135, Beta.tocopherol
2024-07-08 08:04:46 WARNING::Fitting problem for feature 135 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 136, Lithocholic.acid
2024-07-08 08:04:46 WARNING::Fitting problem for feature 136 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 137, Metharbital
2024-07-08 08:04:46 WARNING::Fitting problem for feature 137 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 138, Catechin
2024-07-08 08:04:46 WARNING::Fitting problem for feature 138 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 139, X3.5.dimethylphenol
2024-07-08 08:04:46 WARNING::Fitting problem for feature 139 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 140, X5.methoxypsoralen
2024-07-08 08:04:46 WARNING::Fitting problem for feature 140 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 141, X2.methyl.2.p.methoxy.mandelate
2024-07-08 08:04:46 WARNING::Fitting problem for feature 141 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 142, Pentitol
2024-07-08 08:04:46 WARNING::Fitting problem for feature 142 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 143, L.glutamine.dehydrated
2024-07-08 08:04:46 WARNING::Fitting problem for feature 143 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 144, X4.methylbenzenesulfonamide
2024-07-08 08:04:46 WARNING::Fitting problem for feature 144 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 145, N.carbamoylaspartate
2024-07-08 08:04:46 WARNING::Fitting problem for feature 145 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 146, Ergosterol
2024-07-08 08:04:46 WARNING::Fitting problem for feature 146 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 147, X2.3.dihydro.8.methoxyfuro.2.3.b.quinoline
2024-07-08 08:04:46 WARNING::Fitting problem for feature 147 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 148, Epsilon.caprolactam
2024-07-08 08:04:46 WARNING::Fitting problem for feature 148 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 149, N.acetyl.2.amino.2..hydroxymethyl.propane.1.3.diol
2024-07-08 08:04:46 WARNING::Fitting problem for feature 149 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 150, Ribonic.acid
2024-07-08 08:04:46 WARNING::Fitting problem for feature 150 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 151, Isohexonic.acid
2024-07-08 08:04:46 WARNING::Fitting problem for feature 151 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 152, Phosphenodiimidic.amide
2024-07-08 08:04:46 WARNING::Fitting problem for feature 152 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 153, Galactaric.acid
2024-07-08 08:04:46 WARNING::Fitting problem for feature 153 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 154, Erucic.acid
2024-07-08 08:04:46 WARNING::Fitting problem for feature 154 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 155, Phthalic.acid
2024-07-08 08:04:46 WARNING::Fitting problem for feature 155 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 156, X2.4.dihydroxybenzaldehyde
2024-07-08 08:04:46 WARNING::Fitting problem for feature 156 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 157, Metanephrine
2024-07-08 08:04:46 WARNING::Fitting problem for feature 157 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 158, X3.hydroxymethylglutaric.acid
2024-07-08 08:04:46 WARNING::Fitting problem for feature 158 returning NA
2024-07-08 08:04:46 INFO::Fitting model to feature number 159, Guanine
2024-07-08 08:04:46 WARNING::Fitting problem for feature 159 returning NA
2024-07-08 08:04:47 INFO::Fitting model to feature number 160, Phosphoethanolamine
2024-07-08 08:04:47 WARNING::Fitting problem for feature 160 returning NA
2024-07-08 08:04:47 INFO::Fitting model to feature number 161, X3.4.dihydroxybenzoic.acid
2024-07-08 08:04:47 WARNING::Fitting problem for feature 161 returning NA
2024-07-08 08:04:47 INFO::Fitting model to feature number 162, X5.hydroxynorvaline
2024-07-08 08:04:47 WARNING::Fitting problem for feature 162 returning NA
