database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	QC-1	QC-2	QC-3	QC-4	QC-5	QC-6	QC-7	QC-8	QC-9	QC-10	QC-11	QC-12	QC-13	NM-1	NM-2	NM-3	NM-4	NM-5	NM-6	NM-7	NM-8	NM-9	NM-10	NM-11	NM-12	NM-13	NM-14	NM-15	NM-16	NM-17	NM-18	NM-19	NM-20	NM-21	NM-22	NM-23	NM-24	PD-1	PD-2	PD-3	PD-4	PD-5	PD-6	PD-7	PD-8	PD-9	PD-10	PD-11	PD-12	PD-13	PD-14	PD-15	PD-16	PD-17	PD-18	PD-19	PD-20	PN-2	PN-3	PN-5	PN-6	PN-7	PN-8	PN-9	PN-10	PN-11	PN-12	PN-13	PN-14	PN-15	PN-16	PN-17	PN-18	PN-19	PN-20	RD-1	RD-2	RD-4	RD-5	RD-6	RD-8	RD-10	RD-11	RD-12	RD-13	RD-14	RD-15	RD-17	RD-18	RD-19	RN-1	RN-3	RN-4	RN-5	RN-6	RN-7	RN-8	RN-10	RN-12	RN-13	RN-14	RN-15	RN-16	RN-17	RN-18	RN-19	RN-20	RN-21
CHEBI:16856	C10H17N3O6S	N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O	"InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1"	Glutathione	282.1391				8.513			HMDB0000125					70.8				0.027411053	0.032960526	0.031349106	0.032802597	0.021186529	0.023838648	0.020295202	0.01648895	0.01405417	0.010285256	0.010671911	0.009608888	0.009221567	0.000652789	0.004498676	0.004359624	0.004156375	0.003454231	0.003347566	0.005608853	0.004415841	0.005364734	0.001416731	0.000588187	0.003464897	0.004832166	0.004394436	0.004070487	0.002839739	0.00344916	0.001638621	0.002608637	0.001430387	0.002601997	0.002072784	0.003433588	0.001817303	0.014290681	0.026605114	0.022862199	0.02947365	0.033244978	0.030929534	0.02759603	0.016015456	0.033920187	0.035809905	0.017844443	0.029624482	0.033274191	0.033233496	0.023028823	0.033987101	0.029227849	0.013943675	0.033518683	0.032116848	0.021953267	0.028836439	0.021194972	0.038311271	0.041111371	0.032071747	0.039517763	0.025996962	0.023735316	0.030060852	0.035256345	0.029715722	0.022255084	0.022277546	0.029355915	0.025754538	0.01645828	0.038205159	0.025270259	0.03058504	0.002938973	0.020528459	0.021772821	0.021233332	0.006964663	0.025650179	0.018029709	0.005154738	0.009372042	0.008036943	0.004514152	0.00766212	0.005265039	0.004580555	0.00707613	0.008365454	0.00362735	0.007942865	0.002063726	0.00500904	0.00677029	0.003785911	0.002895741	0.002990614	0.003576779	0.003194648	0.005061674	0.005314112	0.002379734	0.001456422	0.004020977
CHEBI:27971	C4H9NO2	CC(C)(N)C(O)=O	"InChI=1S/C4H9NO2/c1-4(2,5)3(6)7/h5H2,1-2H3,(H,6,7)"	2-aminoisobutyric acid	130.1119				8.544			HMDB0001906					95.7				1.023255669	1.032884398	1.045467497	1.129683795	1.156953566	1.142177053	1.066812654	0.96146044	1.010370222	1.071949188	1.058336289	1.065854831	1.053092873	0.179301625	0.63786185	0.460047802	0.257211941	4.483516007	0.238089524	4.855761009	1.014431307	2.676945518	0.134557965	0.182038398	0.167247065	2.921491948	0.568245338	4.821967258	2.483100793	4.103894771	2.591517231	3.982693923	0.093736011	0.146849588	2.826891411	4.227342687	0.103452239	0.161059749	1.325801325	0.552053082	3.075116827	1.002023471	0.571605788	1.661792818	0.158579992	1.265445007	1.731818317	0.119639553	1.664698522	1.087685294	3.695851484	0.707406949	0.707855423	0.674419063	0.166285011	2.129170605	0.678096221	0.111356646	0.199189143	0.116467651	2.501597289	0.532013324	0.476622298	0.364062186	2.058510209	0.404454969	0.399486823	0.421455645	0.778523946	0.75847776	0.790459558	0.433940658	1.400087775	0.054434768	2.258069521	0.21766487	3.717360155	0.20186685	1.991355225	0.594771484	0.673814693	0.664119962	3.339495733	0.085584956	0.231417955	0.081104433	1.323515651	1.429414534	0.722992701	0.081200562	0.39825246	0.438596201	1.659786522	1.555511534	0.670367658	1.523284301	1.059238752	1.143467759	0.075004459	0.071029476	0.317284384	0.079144211	0.354998484	1.233013451	1.257927548	0.231231251	0.036523662	1.519428112
CHEBI:187906	CH5O2PS	S=P(O)(O)C	"InChI=1S/CH5O2PS/c1-4(2,3)5/h1H3,(H2,2,3,5)"	Methanephosphonothioic acid	241.1				8.638								85.6				2.088328265	2.338729421	2.312970019	2.529346177	2.397000405	2.334550845	2.186138561	1.650791987	1.754158765	1.748939922	1.721616522	1.78297005	1.652655191	1.851775055	0.710160939	1.336154684	3.022181429	0.105286752	2.008997463	0.222672844	2.277764797	0.959551719	2.392798427	1.648852572	2.401938796	3.71472881	3.646407278	0.154623315	0.761695301	2.647747219	2.170828135	5.011184242	3.679864414	0.830293053	1.836915321	4.447059025	3.144657726	6.01675219	1.822911878	0.094921954	1.563414883	3.986842061	0.548561225	0.383412025	6.71735403	1.842959701	1.153086267	3.338645482	1.01778948	2.479861343	0.069036464	0.217074848	0.222255022	0.062478899	3.013339503	0.090994457	1.843337323	1.9885858	0.246225188	1.995313846	1.190723949	0.492341729	0.690443924	0.415126333	1.060912923	0.749982583	0.811227027	0.981470939	2.189685691	0.262383751	2.03304817	0.093098849	0.14599095	3.079777409	1.950615538	0.175632899	2.4252935	6.061280156	0.449608692	0.289762314	2.039048071	1.763181753	0.085243334	1.310407982	3.534618201	1.162519504	2.869057289	2.820172212	0.535759166	3.300459602	3.651359194	0.115130905	0.168160007	1.176470461	1.136037776	1.069230948	0.023608731	0.175532475	3.130386596	3.237449555	0.807632622	3.481065469	0.971934263	0.609554696	0.647684886	2.47887764	5.933991233	2.918681085
CHEBI:22470	C29H50O2			Alpha-tocopherol	237.0546				8.772			HMDB0001893					72.6				0.000678521	0.00081654	0.001142522	0.002749603	0.002787093	0.001599431	0.004736808	0.002121911	0.001864892	0.002582378	0.003018023	0.00245689	0.002563222	0.000692971	0.002136431	0.003061418	0.001686515	0.000743083	0.00144137	0.001828653	0.002178343	0.002794671	0.003694317	0.001469863	0.005636614	0.003756555	0.003176613	0.001733395	0.001998151	0.002838247	0.001379795	0.001708967	0.00119538	0.002612182	0.002360508	0.00291056	0.002243126	0.00259848	0.002213408	0.000912207	0.000814951	0.000383342	0.000629303	0.000547889	0.000830028	0.000790936	0.000678046	0.000689385	0.002016038	0.000948328	0.000437362	0.001607109	0.000611917	0.00068032	0.000941388	0.000726854	0.000944873	0.000789022	0.000886902	0.00162905	0.005642351	0.001469024	0.001587818	0.001569511	0.001772803	0.00189413	0.002963108	0.002423554	0.002323456	0.003763192	0.001503655	0.001935742	0.004256309	0.004354973	0.004103486	0.002572191	0.001807094	0.002163208	0.001551779	0.00504471	0.001546626	0.001591497	0.001220985	0.001580524	0.001180636	0.001918062	0.002103924	0.001597237	0.002155399	0.005815083	0.004331686	0.003129189	0.00498789	0.00243301	0.003451697	0.00141935	0.002364953	0.002302266	0.001563008	0.002068877	0.001480935	0.001706421	0.001422381	0.002075402	0.001917506	0.002342811	0.002201934	0.00205884
CHEBI:15882	C6H6O	Oc1ccccc1	"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H"	Phenol	151.1				8.828			HMDB0000228					76.4				0.0060361	0.006294257	0.005422317	0.006939816	0.007041663	0.008452966	0.008225484	0.006067676	0.006154438	0.006649254	0.006263611	0.006969686	0.006973421	0.004735132	0.009547003	0.009356306	0.007884383	0.006955784	0.00699075	0.008762656	0.007793012	0.010617474	0.009713195	0.005496426	0.009108585	0.008203241	0.008856215	0.007966425	0.008561404	0.007981747	0.006592334	0.007970664	0.00649517	0.009841366	0.008039146	0.007130262	0.007432408	0.007199449	0.009106545	0.007983839	0.009603052	0.005687527	0.009158641	0.009777047	0.005483695	0.008407521	0.009386717	0.009484142	0.0076734	0.009413684	0.010235187	0.007227474	0.008003353	0.004865231	0.007536612	0.006626027	0.006565982	0.004689222	0.006478603	0.006030521	0.006820769	0.006742298	0.007644675	0.007811927	0.007912923	0.009326442	0.011828525	0.008228285	0.011585217	0.00924255	0.008958478	0.000403844	0.000162415	0.008864321	0.01017375	0.009737522	0.008239681	0.006843564	0.00844924	0.00741101	0.005836779	0.006211442	0.010358182	0.00796053	0.001369896	0.005721512	0.014991362	0.010796025	0.011812311	0.009959567	0.009987401	0.009009907	0.010286608	0.007964605	0.013296745	0.007382008	0.010283054	0.008960885	0.009327602	0.007813042	0.007536691	0.00828327	0.006319013	0.008626051	9.1251E-05	0.007951661	0.008937029	0.009713548
CHEBI:16958	C3H7NO2	NCCC(O)=O	"InChI=1S/C3H7NO2/c4-2-1-3(5)6/h1-2,4H2,(H,5,6)"	Beta-alanine	102.1				8.905			HMDB0000056					97.7				0.062903941	0.053988234	0.038934426	0.028677142	0.018671003	0.013645794	0.011528537	0.00953776	0.008937123	0.009024875	0.008999882	0.008071299	0.009545044	0.000194528	0.052061078	0.032417282	0.004574577	0.009464349	0.007993536	0.032752113	0.014465281	0.005530227	0.121616783	0.00055562	0.39524268	0.018794044	0.01942656	0.008881022	0.002125538	0.095677322	0.030558735	0.016327349	0.001072114	0.003548007	0.045527141	0.024743129	0.002466683	0.002115366	0.001689241	0.041540211	0.010289856	0.043969706	0.002386854	0.335487359	0.006567192	0.00310188	0.006493741	0.05159583	0.003481292	0.357495193	0.099618761	0.00174711	0.004181338	0.007271428	0.056023485	0.054050708	0.021107251	0.027915896	0.007624298	0.003719766	0.001766788	0.015680572	0.004364941	0.001274278	0.00923187	0.003071564	0.005775572	0.00468524	0.00164469	0.010820387	0.001278083	0.001820419	0.007279607	0.002512077	0.03552931	0.021360567	0.045090523	0.001453211	0.006688529	0.007353663	0.004613088	0.002930039	0.055341701	0.001469339	0.442097298	0.001032921	0.060899579	0.053256724	0.013680034	0.243124485	0.004506473	0.01125391	0.033585625	0.040567905	0.004360555	0.018424262	0.960224793	0.002470058	0.027974555	0.007602028	0.004498181	0.004340255	0.002883739	0.008507871	0.006133132	0.003137812	0.002856303	0.076637498
CHEBI:35932	C6H10O3	CCC(C)C(=O)C(O)=O	"InChI=1S/C6H10O3/c1-3-4(2)5(7)6(8)9/h4H,3H2,1-2H3,(H,8,9)"	3-methyl-2-oxovaleric acid	200.1122				9.017			HMDB0000491					97.8				0.011358574	0.011588933	0.011894819	0.013446177	0.012894123	0.012893353	0.010970407	0.009235099	0.009656176	0.010208231	0.010150178	0.009977167	0.010226933	0.000739281	0.004774612	0.002813673	0.002773897	0.011982954	0.001116818	0.01483136	0.001394157	0.018190408	0.002519247	0.000817144	0.003140849	0.002609474	0.004764716	0.014942292	0.016091012	0.002234939	0.011010766	0.001186161	0.001383972	0.009262201	0.011594877	0.001536189	0.001561657	0.002761359	0.002017318	0.012166756	0.03548622	0.002872973	0.010371913	0.037766464	0.0029388	0.001914762	0.011827263	0.004886045	0.010881454	0.05380599	0.02694326	0.012983659	0.013365605	0.004371275	0.001526025	0.005343239	0.002487606	0.001408384	0.001983787	0.001088845	0.040508594	0.016953344	0.007869836	0.008615139	0.017404837	0.024475348	0.024252173	0.007329685	0.001839406	0.011403237	0.001837917	0.004969891	0.024427005	0.000659375	0.003494962	0.004097186	0.00526834	0.003596897	0.027106596	0.007169546	0.000860032	0.000448818	0.035172097	0.005535748	0.004223168	0.005070533	0.012802366	0.001481314	0.002285821	0.001306437	0.005806404	0.004697192	0.013417313	0.002677403	0.012331663	0.002621712	0.027406327	0.007684988	0.00046879	0.002232923	0.004024281	0.002505942	0.005018836	0.02086411	0.021340488	0.010608981	0.002098455	0.035865298
				"2,6-dimethylbenzenethiol"	195.1				9.031			HMDB0032019					73.4				0.00054706	0.000538528	0.000530738	0.000834726	0.000704994	0.000613687	0.00091527	0.000633828	0.000831836	0.00064165	0.000790002	0.000870675	0.000752324	0.000435714	0.000440037	0.000648408	0.000655856	0.000319008	0.000536501	0.000368241	0.000755408	0.000649072	0.000561419	0.000497185	0.000761508	0.000649875	0.000756821	0.000426051	0.000499538	0.000437503	0.000635485	0.000600694	0.000498813	0.000627627	0.000680452	0.000843539	0.00072808	0.000617624	0.000539936	0.000476966	0.000492559	0.00067237	0.000501852	0.000468344	0.000385477	0.000454657	0.000594186	0.00055423	0.000690545	0.000457469	9.40446E-05	0.000101563	0.000218826	0.000298618	0.000589953	0.000413936	0.000580352	0.000493512	0.000401062	0.000568627	0.000618277	0.000519433	0.000527879	0.000416344	0.000584844	0.000524388	0.000602526	0.000521129	0.000401932	0.000544734	0.000678417	0.000401807	0.000272754	0.000510631	0.000697553	0.000586655	0.000659725	0.000407759	0.000603563	0.000545699	0.000471532	0.000699903	0.000535183	0.000519845	0.000473573	0.000537767	0.000663518	0.003455088	0.001488971	0.00113753	0.000998336	0.000566488	0.000768154	0.000349536	0.000680806	0.000304173	0.000399215	0.000477268	0.000634578	0.000536829	0.000264775	0.00064202	0.000315601	0.00050566	0.000491948	0.000647537	0.00046793	0.000679836
CHEBI:30830	C4H8O3	OCCCC(O)=O	"InChI=1S/C4H8O3/c5-3-1-2-4(6)7/h5H,1-3H2,(H,6,7)"	4-hydroxybutyric acid	147.1				9.107			HMDB0000710					93.8				0.091374664	0.078287241	0.071784677	0.070282374	0.054711185	0.061485965	0.043061657	0.037469357	0.040951804	0.03523942	0.037570339	0.035041535	0.036119676	0.01448948	0.027486865	0.022324054	0.021887543	0.026533911	0.01834912	0.028435014	0.019687492	0.024072838	0.022056414	0.015817926	0.02571904	0.024404387	0.021177734	0.028864759	0.024948904	0.023403095	0.028187597	0.234597743	0.021507403	0.023750968	0.023083179	0.104920116	0.020264741	0.037447152	0.023983116	0.035501608	0.035881377	0.083310982	0.030242284	0.034332287	0.055816677	0.032570856	0.041497458	0.02599797	0.030462869	0.041951748	0.039422193	0.038638794	0.047157949	0.02904402	0.044402425	0.231070013	0.025947671	0.014988257	0.502207374	0.020123282	0.033747157	0.310835666	0.03004283	0.052409053	0.022966715	0.028173343	0.023781502	0.022771629	0.016873077	0.023110619	0.019582078	0.021863898	0.024612771	0.053595374	0.028383894	0.046702695	0.023696344	0.014435185	0.024572806	0.024658131	0.123702879	0.074738368	0.024888366	0.021165346	0.023528963	0.02041248	0.031708166	0.136602369	0.019152611	0.17149306	0.018565312	0.019142168	0.071497525	0.014899362	0.021003263	0.015883597	0.04570046	0.032282518	0.014518717	0.024060599	0.036462567	0.030379246	0.046083015	0.023878534	0.022207433	0.016440506	0.014563196	0.025151216
CHEBI:36096	C7H12O2	OC(=O)C1CCCCC1	"InChI=1S/C7H12O2/c8-7(9)6-4-2-1-3-5-6/h6H,1-5H2,(H,8,9)"	Cyclohexanecarboxylic acid	185.1167				9.149			HMDB0031342					95.9				0.060381341	0.061142235	0.063136172	0.070316056	0.072815915	0.071017136	0.071399529	0.062200947	0.065580179	0.070868281	0.069297992	0.071456897	0.06870058	0.000629679	0.154101604	0.033338117	0.026296223	1.367985583	0.000960997	1.491829518	0.002687261	0.002206221	0.032264352	0.000831947	0.039373402	0.000916567	0.003439405	1.434899639	0.002803844	0.002134062	0.301804838	0.002987421	0.276645476	0.011726038	0.345664399	0.003695785	0.312136777	0.51563285	0.002753108	0.192697072	0.002314762	0.035124319	0.001059316	0.015237846	0.52058087	0.002637685	0.001778508	0.000714442	0.001367068	0.007866264	0.012895125	0.115473778	0.11605729	0.001189032	0.13144427	0.001648286	0.001331377	0.00137324	0.001615673	0.030165969	0.00175611	0.009094491	0.001763651	0.015246197	0.004446159	0.003403371	0.0033281	0.001236607	0.084821357	0.001660631	0.086414677	0.000994233	0.001788152	0.042211482	0.014219798	0.014086003	0.15368607	0.059204137	0.008739461	0.001141832	0.078364548	0.079135642	0.012547068	0.007405774	0.041769748	0.00795175	0.002483506	0.015174947	0.001216593	0.003194932	0.038634085	0.026710914	0.002979053	0.043700145	0.01621696	0.044208721	0.098898111	0.000945736	0.082007217	0.072695251	0.00180289	0.082686297	0.001780265	0.021990404	0.022755762	0.008119085	0.001713737	0.001390573
CHEBI:48430	C6H10O3	CC(C)CC(=O)C(O)=O	"InChI=1S/C6H10O3/c1-4(2)3-5(7)6(8)9/h4H,3H2,1-2H3,(H,8,9)"	2-ketoisocaproic acid	200.1238				9.269			HMDB0000695					97.7				0.02449315	0.025550311	0.026286569	0.028756886	0.029220265	0.028233762	0.023690263	0.020428563	0.021496932	0.021665735	0.021697157	0.021417586	0.021291332	0.002083671	0.010562882	0.007051716	0.008170493	0.030196603	0.002589622	0.03310505	0.002803365	0.049685524	0.005488701	0.002284268	0.005912931	0.006881877	0.011877549	0.031648506	0.044628247	0.007289315	0.027542941	0.005954517	0.003100842	0.02314324	0.02913956	0.005782671	0.003547233	0.005854602	0.005147115	0.028273985	0.109129967	0.009632553	0.036516924	0.102335577	0.006311016	0.005102336	0.086456845	0.011392696	0.081630304	0.186583239	0.098977487	0.031567424	0.033024965	0.012340257	0.003584268	0.011243805	0.005805084	0.003218991	0.006306302	0.002720735	0.128233443	0.046151747	0.01767442	0.029520945	0.038851356	0.057280151	0.058046467	0.021087793	0.007646607	0.021911789	0.007628571	0.01199566	0.088855805	0.001598891	0.012161854	0.018319334	0.018927973	0.006449834	0.061845661	0.018161868	0.000854985	0.001051676	0.086452482	0.015091873	0.011054873	0.012911992	0.039385974	0.004340782	0.007886614	0.003615945	0.016819418	0.017620506	0.038119712	0.009371327	0.039681798	0.009383052	0.052041833	0.012773737	0.001826462	0.006744066	0.010089206	0.007813263	0.011758724	0.05754604	0.058844403	0.027149358	0.004422306	0.09300247
CHEBI:60647	C5H10O3	CCCC(O)C(O)=O	"InChI=1S/C5H10O3/c1-2-3-4(6)5(7)8/h4,6H,2-3H2,1H3,(H,7,8)"	2-hydroxypentanoic acid	145.1				9.288			HMDB0001863					85.8				1.034053647	1.035784957	1.051099091	1.087931292	1.107788374	1.077633916	1.059520321	0.97888118	0.992644761	1.056320963	1.029384456	1.049048635	1.034596313	0.296893738	1.577429704	0.853381752	0.517665339	1.332683707	0.35648542	1.390730015	0.852732802	1.157237843	0.780935657	0.332434561	0.918948487	1.461156049	0.929038868	1.354168819	1.111228225	2.181464677	1.144384893	2.994667389	0.521930299	0.894443809	1.219186869	2.890185568	0.567018679	0.233490699	0.662624305	1.645156188	1.187082168	0.561671626	0.707523437	0.87301765	0.239217574	0.637162832	1.489758585	0.395019662	1.45250521	0.90907249	1.366345832	0.671505024	0.670005577	0.565888416	0.305938956	1.628367757	0.845409223	0.643705324	0.760821175	0.197362621	1.478823095	1.077342286	0.965588584	1.092405142	1.946806394	0.823187387	0.813756802	0.381991227	0.399709854	1.061123122	0.411427036	0.957677674	0.610360705	0.264887797	2.425508081	1.32409524	2.84147391	0.3156284	0.95816266	1.012421092	0.205435054	0.205851363	1.322729318	0.586119623	0.375256528	0.571194727	1.713346874	1.206984727	1.091188186	0.232874234	0.544133827	0.99825829	1.460146469	0.901872632	0.707442488	0.891216944	1.3838923	3.403762646	0.231306663	0.727599553	0.495110517	0.801212612	0.549958372	0.877684098	0.882083793	0.637290418	0.192740184	1.446990604
CHEBI:16414	C5H11NO2	CC(C)[C@H](N)C(O)=O	"InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)/t4-/m0/s1"	L-valine	144.1838				9.288			HMDB0000883					97.4				6.113665048	5.859348264	5.873064974	6.199819798	6.296991021	6.027778239	6.268604097	5.710073042	5.730084029	6.241509981	5.978393142	6.061408006	5.924967298	2.143463626	7.946241697	5.311594756	3.486343833	6.784701726	2.54147334	7.221928195	5.448709037	6.654220481	4.728425118	2.414278851	5.679231447	7.917883987	5.728453091	7.265762875	6.279934416	10.00279342	6.475964569	11.79683049	3.578450231	5.471693639	6.747986789	11.75666773	3.862039793	1.705739555	4.340715104	7.943566506	6.465503407	3.851552687	4.60818781	5.337353469	1.756650956	4.21566749	7.900046657	2.77593571	7.551016788	5.451569615	7.245013481	4.353172995	4.372634323	3.736766339	2.182829271	7.77938567	5.158466862	4.22197646	4.937881553	1.459402591	7.720101207	6.31108194	5.760548099	6.297040283	8.771956348	5.153489399	5.130058186	2.714752596	2.843501909	6.313955308	2.902143563	5.858952602	4.11039471	1.914434921	10.63268281	7.418944191	11.64343711	2.262911432	5.778487398	5.891354401	1.515585553	1.523771195	7.143449996	3.945915655	2.645070799	3.849777119	8.863757752	6.829122234	6.392108058	1.709412151	3.72233902	5.989442268	7.857291915	5.56313096	4.637819467	5.465881036	7.482247904	13.0961779	1.681067801	4.625047864	3.345618892	5.080375831	3.731686238	5.288385346	5.363622182	4.14904043	1.42014115	7.535339244
CHEBI:17964	C6H11NO2	OC(=O)C1CCCCN1	"InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)"	Pipecolic acid	156.0925				9.424			HMDB0000070					87.7				0.017997368	0.022089561	0.024335443	0.032378474	0.034935696	0.037649556	0.044357155	0.040042228	0.043932585	0.052242062	0.057555645	0.057472794	0.05905202	0.008161354	0.042692247	0.046706611	0.03588438	0.015362592	0.038833495	0.040680805	0.047582876	0.047324128	0.019816143	0.012406787	0.060937047	0.046090472	0.04627907	0.02176841	0.025789027	0.04482062	0.023030173	0.023800644	0.020444871	0.05624146	0.04754735	0.049437256	0.043967796	0.022782718	0.027806743	0.022368947	0.025060251	0.020369475	0.019387038	0.033418678	0.016194212	0.017935333	0.030109997	0.019643292	0.039685426	0.030813204	0.020612095	0.024262444	0.019246803	0.021910992	0.018072948	0.027491175	0.022848831	0.019684994	0.023065421	0.020823234	0.042222619	0.047546099	0.030445507	0.029751481	0.036892452	0.064933798	0.054009738	0.024043429	0.027839075	0.026557579	0.03850539	0.03195685	0.037982883	0.027326343	0.035160044	0.040481438	0.028011369	0.0257043	0.037676557	0.035198095	0.040037969	0.061742584	0.039582719	0.031188124	0.027503349	0.040565029	0.037001194	0.038783071	0.045950541	0.038411134	0.038639198	0.030670426	0.038574355	0.026203932	0.038290625	0.030656905	0.064705541	0.046236126	0.025796547	0.043168224	0.033569004	0.049767407	0.040164618	0.040234236	0.043664557	0.034725525	0.029854431	0.043223221
				Methyltetrahydrophenanthrenone	197.1724				9.498								69.1				0.009702629	0.010701678	0.009503928	0.009663561	0.006734666	0.007521357	0.007993568	0.007493494	0.006955755	0.00770453	0.007430468	0.007821271	0.007145529	0.007731652	0.011808354	0.011108016	0.00936211	0.005810024	0.011341845	0.00891471	0.011325758	0.01125975	0.007768146	0.007984041	0.011021463	0.009327857	0.009592743	0.009074145	0.010332174	0.0123078	0.008934381	0.010474666	0.009285568	0.010071918	0.009736944	0.011569915	0.009835452	0.00573526	0.006366155	0.009964622	0.01013509	0.013430409	0.0101482	0.008575622	0.0062925	0.009355107	0.010606984	0.005307803	0.008946171	0.011155968	0.01089862	0.008808482	0.00957496	0.007287603	0.00658627	0.00958249	0.009220738	0.007347714	0.005917358	0.005668771	0.008497652	0.00891714	0.007775948	0.009016107	0.007675774	0.007615624	0.009649697	0.007558881	0.008072631	0.010881898	0.005922141	0.007334557	0.008561425	0.004254226	0.01127294	0.003488065	0.0068763	0.005517222	0.006659212	0.006735765	0.004364611	0.003242185	0.004126537	0.002682556	0.008707127	0.001787975	0.010454203	0.01181669	0.011701369	0.010427419	0.009531414	0.009989632	0.011399468	0.013294727	0.010259402	0.012162315	0.012697185	0.010080987	0.008051273	0.009173779	0.01081255	0.00991754	0.011332073	0.009714647	0.00992897	0.009534002	0.010283105	0.011096655
CHEBI:59783	C6H12O3	C(C(C(O)=O)O)C(C)C	"InChI=1S/C6H12O3/c1-4(2)3-5(7)6(8)9/h4-5,7H,3H2,1-2H3,(H,8,9)"	Leucinic acid	159.1143				9.591			HMDB0000665					99.7				0.010252542	0.011670888	0.011571066	0.0131043	0.013353178	0.013357306	0.011998178	0.010569349	0.01122214	0.012326717	0.012110241	0.012667787	0.012715566	0.000363216	0.011817642	0.000730154	0.000744297	0.001860578	0.000471675	0.002584341	0.022119088	0.003593674	0.006149627	0.000585263	0.007920391	0.047321435	0.003117627	0.002303068	0.00283524	0.091369785	0.001296582	0.000476844	0.000400261	0.003603335	0.001624031	0.000433298	0.000641676	0.000346157	0.000725303	0.005418789	0.003098444	0.05030888	0.002455303	0.002168929	0.000306755	0.000644627	0.003202135	0.000836319	0.002977992	0.006028486	0.017173131	0.001799843	0.002023019	0.000881227	0.000873651	0.000628937	0.001410618	0.002252109	0.00047657	0.00073895	0.000445976	0.002522303	0.001815091	0.001300496	0.002671527	0.003213947	0.003062113	0.000645394	0.000785221	0.001431111	0.00102189	0.00092845	0.054755289	0.000554982	0.001113434	0.009096856	0.019087528	0.004490591	0.007622686	0.000603836	0.009283093	0.009386874	0.002023486	0.000839377	0.026238622	0.000822394	0.00182281	0.011216881	0.000878187	0.000757506	0.001864403	0.000981854	0.000675247	0.032390947	0.000784519	0.032018123	0.002844538	0.034223774	0.000507639	0.001933607	0.002958291	0.002274065	0.002531607	0.001658694	0.001589752	0.005093513	0.000328897	0.004321974
CHEBI:30763	C7H6O3	OC(=O)c1ccc(O)cc1	"InChI=1S/C7H6O3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H,(H,9,10)"	4-hydroxy-benzoic acid	195.103				9.621			HMDB0000500					76.8				0.000370042	0.000467074	0.000443041	0.000531985	0.00051185	0.000494069	0.000546125	0.000444586	0.000482424	0.000537987	0.000514833	0.000529563	0.000548098	0.000152802	0.000580299	0.000633765	8.31542E-05	0.000466246	0.000201612	0.000690678	0.000126811	0.000387772	0.000408605	0.000170912	0.000574814	0.00071025	0.0004869	0.000569433	0.000310573	0.000623945	0.000449492	0.000367658	0.0002206	0.000864632	0.000595774	0.000419042	0.000308503	0.000476856	4.12441E-05	0.000925638	0.000384345	0.00034345	0.00058222	0.00096239	0.000484649	5.6888E-05	0.002810978	9.83605E-05	0.002722383	0.000877475	0.000325608	4.31988E-05	4.36057E-05	9.86665E-05	0.000202763	8.92396E-05	0.00047969	0.0001221	0.00054388	0.000155306	0.000188316	0.000479368	0.000132111	5.85583E-05	0.000187967	0.000412936	0.000411517	0.000499305	0.000426441	5.35466E-05	0.000496021	0.000308596	4.34126E-05	0.000223644	0.000610187	0.000361422	0.000313987	0.000178373	0.001163779	0.000680088	0.000221374	0.000203541	0.000390481	0.000393362	9.67547E-05	0.000357898	0.00087535	0.000196919	0.000110455	9.71977E-05	0.000441293	4.11903E-05	0.000112353	9.32808E-05	6.95172E-05	9.27952E-05	0.000806046	9.20647E-06	0.000186794	0.002013874	9.43915E-05	0.002277336	0.000113097	0.000478209	0.000470646	0.000769713	6.04385E-05	6.8667E-05
